imputation,iteration,age,blood_pressure,specific_gravity,albumin,sugar,red_blood_cells,pus_cell,pus_cell_clumps,bacteria,blood_glucose_random,blood_urea,serum_creatinine,sodium,potassium,hemoglobin,packed_cell_volume,white_blood_cell_count,red_blood_cell_count,hypertension,diabetes_mellitus,coronary_artery_disease,appetite,pedal_edema,anemia
mode,1,0.01573982740754314,0.011358604267826436,0.10329294573036146,0.05606792793950571,0.008967621968394936,0.0037707424979139827,0.011083687316435237,0.0,0.00016614288787804274,0.03391806254713298,0.02473836818422589,0.12122325941878248,0.033275002350554896,0.009336222830864214,0.21671225537655897,0.15631691616453763,0.022873285190825418,0.05442679089271982,0.03757835666379714,0.05478172897916688,0.0016865106260387113,0.009739245767407007,0.007870262952207123,0.005076232039322
mode,2,0.021655582196970228,0.01363601214260561,0.1090292700191736,0.0742845801488243,0.003862969679034024,0.002833302598649832,0.004520380512819769,0.0013395228356080395,0.0001353547604608854,0.03244655988191631,0.03260298632094389,0.15355027788931688,0.026439495176892907,0.008862302359228105,0.14515031825602895,0.1856235912677942,0.02111753225008709,0.06398950601857652,0.03474269790680681,0.048276240256817496,0.0,0.00729420195346166,0.0053273521588709846,0.0032799634091119512
mode,3,0.025054030975189257,0.010863911646602926,0.09281783731779181,0.05963042648385656,0.004852503521552484,0.002992940059360113,0.0036082549038704333,0.00017092453712172072,0.0007222889362731388,0.02978772889080203,0.03308193716901254,0.111617638701472,0.03797543327442297,0.017058195759746354,0.2653574721523966,0.15038380007046676,0.019391176482037267,0.035712453975780926,0.04707514341699254,0.0397059034508465,0.00017711436890574216,0.003208402534796625,0.006853005084269117,0.0019014762864336425
mode,4,0.020585432747605718,0.016776867355484296,0.12436413424828836,0.06525306110358198,0.004644092055499265,0.005026386697982482,0.004176042676906545,0.00011206169418002168,0.00019589147634645,0.024953596407869663,0.01746743040782566,0.14406290441221598,0.031832820713458644,0.008335190486242783,0.10471042826138616,0.11535577876903932,0.01844906110389702,0.1785146224664159,0.04871604699520561,0.04192126946855017,0.0,0.01493240675393956,0.004265428512019904,0.005349045186058552
KNN,0,0.011145082640007574,0.012205200104259937,0.12241234920521184,0.10537088038015055,0.008614342616022902,0.08593298119027529,0.01306907523276903,0.00044586958948661105,0.0011773955246364653,0.04915840849560695,0.026200674759110337,0.124965565609689,0.015335095501148071,0.007794898194623297,0.15566055633332643,0.12042395636719994,0.008681713376909917,0.0308803928227853,0.04061385017388108,0.04115306249486369,0.00018235294117647063,0.00603653899022108,0.01007641673358791,0.0024633407230503068
KNN,1,0.012989264425543146,0.011705353992387438,0.11482885586795398,0.12130339656771781,0.0058618116914781315,0.07374039802745914,0.016587804926461912,0.000309216651150419,0.0010258748491536163,0.0465859472695332,0.030345997329199768,0.1050560943683454,0.021870395063083466,0.010066510108010289,0.18004674648144778,0.08599785790034031,0.012080428059917221,0.04935491740301926,0.035027899680064874,0.03828028640118773,0.0,0.008914383694394748,0.016882567755253132,0.0011379914868972583
KNN,2,0.014390573662168022,0.012125824505957577,0.133930546416073,0.1047850537978322,0.004017944778145842,0.020261097131138644,0.004636294302619633,0.0004595820169007303,0.0005935304877059013,0.028773271734639682,0.0271568310958656,0.11344340498425763,0.01740681932323059,0.006211409004286512,0.18278617069792147,0.18064826405339623,0.007102108515928051,0.06180116519975824,0.03831242379255147,0.02129977396504033,0.0,0.006812966531596711,0.010056402102541223,0.0029885419004446
KNN,3,0.01522524798719654,0.008210847845365238,0.11285447492607648,0.10473647068187529,0.005882420361865618,0.08394407640569597,0.008334047389895865,0.00018278291988147504,0.0021638912618358245,0.042902646136897295,0.01846450562616798,0.1289309132061527,0.02726962134299957,0.006051963535166566,0.18839395838450604,0.09736824610637883,0.008588299259963385,0.05685490812512814,0.029151592921143454,0.026713234190364053,0.0,0.008439585384732164,0.016279067991041576,0.003057198009669785
KNN,4,0.020158052940749897,0.013839614021455175,0.11004970827107706,0.1191107057953111,0.00686672518005258,0.07274187826803741,0.010605875195672855,9.417721518987345e-05,0.00014502295763666297,0.03472780592636429,0.02553682768789623,0.12463294210175345,0.013927992814268245,0.0076316038923487884,0.17826045642152522,0.0748164365177775,0.013806481558665677,0.06848604280513161,0.04528426004391064,0.030185225433674395,0.0,0.01320059815040926,0.012975649719611614,0.0029159170814805667
MICE,0,0.010827651307478177,0.0040632053115142504,0.10890061134395712,0.10922775954244834,0.009426418039088159,0.006291895284670216,0.008040739867950819,0.001350448889723986,0.00015165974101275588,0.05813132736440023,0.017178439835294403,0.09175243516218334,0.021957104290263266,0.007969176690252855,0.17329956016366094,0.18123840540097885,0.010471711665236784,0.08540202317209333,0.04500029654833915,0.03252364291491724,8.24955647545831e-05,0.00442813848184425,0.008728441232221771,0.003556412185715148
MICE,1,0.012313580115449698,0.0068011748476935075,0.08719689501227247,0.09987991194218625,0.009391957671219813,0.0016568318799216706,0.0010018149990020115,1.5196078431372557e-05,0.0,0.03325424632250293,0.03341050697025795,0.09294050588919504,0.01926394951614047,0.0076505516309174244,0.2561511776539174,0.11214172646678898,0.012746322691116543,0.1099240601001002,0.040465085563831334,0.03907587739479381,0.0,0.011056508759132815,0.013662118495128425,0.0
MICE,2,0.011396627651232004,0.006245119654978484,0.15556375651037802,0.0882234310339055,0.008262240284738709,0.005069115507107227,0.005725570646093501,0.0016464971116395527,0.0009099237553413052,0.028257150643335307,0.02112191052937418,0.05542612089575881,0.011524949833100886,0.011231680980118062,0.21759505645928431,0.18923492966555236,0.007490283959955328,0.09103478162575267,0.034680397231456765,0.033766858579435316,0.0,0.0052139856164909034,0.00964722483238992,0.0007323869925808981
MICE,3,0.017077757882024074,0.01143390183826552,0.12159793610547606,0.0656229116825357,0.01066330531314851,0.008077016022271559,0.00505052782656077,0.0004923872092374018,0.0004351590886937262,0.02586143659727251,0.022588227042197425,0.09200801753422154,0.017644111448503898,0.010969281528764262,0.2200032739017911,0.168875959349735,0.010122512262971884,0.1015935871835978,0.040661824763752144,0.03204690345819004,0.0,0.00791954054334417,0.00925442141744484,0.0
MICE,4,0.007510444358021265,0.013605133954230415,0.15656521993711592,0.092732489182257,0.0037608898873559304,0.005029702795248171,0.0037186465751923243,0.00020576005582611024,0.0,0.03455178865299304,0.01926422029684723,0.08569420148198321,0.030181589035165515,0.0114860963931247,0.20084464194102683,0.1598791577449301,0.009720825001502878,0.0686873636560006,0.03390506060444521,0.037824099621193714,0.0,0.010042481902570016,0.013620008026271193,0.0011701788966986138
iterative,0,0.008839369095553336,0.007191346548660906,0.11053303930612644,0.09625645865295357,0.013548420597915813,0.003006636171212583,0.00698419228770256,0.0004104542015331263,0.0,0.04911245168668803,0.02319957987016659,0.09262963097002705,0.021150034053283903,0.009592878297965032,0.1776004264630287,0.20621728745019477,0.012283272408740397,0.08811523786267406,0.02277987754318595,0.04475562125180331,0.0,0.001835148784071045,0.0038044587776799054,0.00015417771883289119
iterative,1,0.013444356213584845,0.00467713454590024,0.15586553102689762,0.08205155894641944,0.011089513261287858,0.0034512218079343097,0.0032767282976312083,7.487922705314008e-05,0.00015403726708074534,0.023332139593161768,0.024749076658724806,0.07415798206260055,0.014856849348321464,0.005867374194465874,0.1995588499431623,0.19201363988091377,0.007175636504583327,0.08103853221057135,0.052651855726640336,0.025273149465263364,0.0,0.006994124111487688,0.016378512265183102,0.0018673174411309023
iterative,2,0.014592000542358345,0.0067776173443171,0.1309945995818507,0.06479791923623363,0.0048932052626156465,0.002546203858649485,0.006611435807284739,0.0008827856318436053,0.0,0.026349301507080182,0.027093394215912392,0.05462828086743315,0.013235297080795967,0.005849233396030447,0.3045377428965932,0.18195989016573932,0.009792189473567848,0.068708687086882,0.032944188627311764,0.021254194371120406,0.0,0.009947873157519578,0.010042453992447149,0.0015615058964134085
iterative,3,0.01307716787376395,0.010004551234204065,0.1262831563841781,0.10953215039342494,0.004734777273800483,0.0031133802196901083,0.0023499399836965657,0.0004711511398817902,0.0010909328144884664,0.02559137718726869,0.022111034470895973,0.11666135261053384,0.011828161523224478,0.012209613033251932,0.19180883185452546,0.17298212973117946,0.011062009378065596,0.0737504393691029,0.03419163549592812,0.04343683770533646,0.0,0.005972238688780204,0.0063670586956811066,0.0013700729390973524
iterative,4,0.019007897497417423,0.006742100839039994,0.15136771138121433,0.1080013323919096,0.015400953998957715,0.005059746747712282,0.004624561916968828,0.0006726876588991342,0.0001443783831406415,0.03978275716536126,0.019475830488368238,0.09315179247399222,0.012014177597386329,0.014342817179097222,0.2026323176787854,0.1299308390423511,0.011368523132231172,0.09419623537740518,0.027577339442302493,0.021744301278787154,0.0,0.011091931174176855,0.011211441262053796,0.0004583258924416084
